Location,YearMonth,Rainfall
PearceRAAF,2016-06,94.2
PearceRAAF,2016-07,119.2
PearceRAAF,2016-08,134.2
PearceRAAF,2016-09,50.199999999999996
PearceRAAF,2016-10,44.6
PearceRAAF,2016-11,7.4
PearceRAAF,2016-12,13.8
PearceRAAF,2017-01,54.6
PearceRAAF,2017-02,98.60000000000001
PearceRAAF,2017-03,39.8
PearceRAAF,2017-04,0.0
PearceRAAF,2017-05,41.2
PearceRAAF,2017-06,39.0
Penrith,2015-01,140.4
Penrith,2015-02,47.199999999999996
Penrith,2015-03,46.4
Penrith,2015-04,258.8
Penrith,2015-05,47.6
Penrith,2015-06,67.4
Penrith,2015-07,33.4
Penrith,2015-08,40.0
Penrith,2015-09,15.8
Penrith,2015-10,31.599999999999998
Penrith,2015-11,141.2
Penrith,2015-12,109.2
Penrith,2016-01,307.8
Penrith,2016-02,1.8
Penrith,2016-03,16.8
Penrith,2016-04,12.2
Penrith,2016-05,7.799999999999999
Penrith,2016-06,209.39999999999998
Penrith,2016-07,48.2
Penrith,2016-08,48.8
Penrith,2016-09,50.0
Penrith,2016-10,12.4
Penrith,2016-11,16.6
Penrith,2016-12,65.2
Penrith,2017-01,28.2
Penrith,2017-02,69.8
Penrith,2017-03,230.2
Penrith,2017-04,29.400000000000002
Penrith,2017-05,10.2
Penrith,2017-06,27.4
Perth,2015-01,18.6
Perth,2015-02,23.400000000000002
Perth,2015-03,15.599999999999998
Perth,2015-04,54.0
Perth,2015-05,83.8
Perth,2015-06,100.4
Perth,2015-07,102.39999999999999
Perth,2015-08,113.0
Perth,2015-09,52.0
Perth,2015-10,20.6
Perth,2015-11,20.4
Perth,2015-12,13.6
Perth,2016-01,15.2
Perth,2016-02,0.6000000000000001
Perth,2016-03,16.799999999999997
Perth,2016-04,68.2
Perth,2016-05,112.0
Perth,2016-06,109.4
Perth,2016-07,139.6
Perth,2016-08,123.2
Perth,2016-09,68.8
Perth,2016-10,37.4
Perth,2016-11,14.4
Perth,2016-12,10.2
Perth,2017-01,45.400000000000006
Perth,2017-02,137.20000000000002
Perth,2017-03,23.6
Perth,2017-04,0.0
Perth,2017-05,70.8
Perth,2017-06,88.0
PerthAirport,2015-01,0.4
PerthAirport,2015-02,28.4
PerthAirport,2015-03,22.0
PerthAirport,2015-04,56.0
PerthAirport,2015-05,68.8
PerthAirport,2015-06,100.19999999999999
PerthAirport,2015-07,98.8
PerthAirport,2015-08,102.80000000000001
PerthAirport,2015-09,46.8
PerthAirport,2015-10,19.2
PerthAirport,2015-11,17.400000000000002
PerthAirport,2015-12,17.400000000000002
PerthAirport,2016-01,23.4
PerthAirport,2016-02,0.8
PerthAirport,2016-03,21.4
PerthAirport,2016-04,61.6
PerthAirport,2016-05,106.0
PerthAirport,2016-06,86.4
PerthAirport,2016-07,129.4
PerthAirport,2016-08,131.6
PerthAirport,2016-09,61.8
PerthAirport,2016-10,37.8
PerthAirport,2016-11,5.6
PerthAirport,2016-12,8.6
PerthAirport,2017-01,39.8
PerthAirport,2017-02,89.8
PerthAirport,2017-03,19.8
PerthAirport,2017-04,0.0
PerthAirport,2017-05,53.6
PerthAirport,2017-06,52.4
Portland,2015-01,55.8
Portland,2015-02,5.0
Portland,2015-03,66.4
Portland,2015-04,61.2
Portland,2015-05,118.8
Portland,2015-06,69.0
Portland,2015-07,107.2
Portland,2015-08,68.0
Portland,2015-09,59.4
Portland,2015-10,7.0
Portland,2015-11,29.2
Portland,2015-12,27.8
Portland,2016-01,27.4
Portland,2016-02,81.4
Portland,2016-03,29.799999999999997
Portland,2016-04,41.6
Portland,2016-05,144.4
Portland,2016-06,120.0
Portland,2016-07,168.2
Portland,2016-08,109.2
Portland,2016-09,161.2
Portland,2016-10,114.8
Portland,2016-11,67.4
Portland,2016-12,51.6
Portland,2017-01,49.599999999999994
Portland,2017-02,39.0
Portland,2017-03,60.6
Portland,2017-04,103.6
Portland,2017-05,80.0
Portland,2017-06,36.2
Richmond,2015-01,139.0
Richmond,2015-02,99.2
Richmond,2015-03,25.4
Richmond,2015-04,353.0
Richmond,2015-05,63.2
Richmond,2015-06,63.2
Richmond,2015-07,24.2
Richmond,2015-08,19.200000000000003
Richmond,2015-09,17.6
Richmond,2015-10,19.0
Richmond,2015-11,116.0
Richmond,2015-12,78.8
Richmond,2016-01,266.4
Richmond,2016-02,14.200000000000001
Richmond,2016-03,12.8
Richmond,2016-04,8.6
Richmond,2016-05,4.2
Richmond,2016-06,189.2
Richmond,2016-07,57.2
Richmond,2016-08,61.6
Richmond,2016-09,55.4
Richmond,2016-10,13.6
Richmond,2016-11,40.6
Richmond,2016-12,78.39999999999999
Richmond,2017-01,21.8
Richmond,2017-02,72.0
Richmond,2017-03,286.8
Richmond,2017-04,24.200000000000003
Richmond,2017-05,15.4
Richmond,2017-06,118.6
Sale,2015-01,38.2
Sale,2015-02,57.8
Sale,2015-03,24.4
Sale,2015-04,100.8
Sale,2015-05,24.2
Sale,2015-06,30.8
Sale,2015-07,26.2
Sale,2015-08,90.0
Sale,2015-09,13.6
Sale,2015-10,21.0
Sale,2015-11,44.2
Sale,2015-12,46.6
Sale,2016-01,104.8
Sale,2016-02,6.2
Sale,2016-03,60.6
Sale,2016-04,26.0
Sale,2016-05,37.8
Sale,2016-06,73.0
Sale,2016-07,102.4
Sale,2016-08,26.2
Sale,2016-09,36.0
Sale,2016-10,63.4
Sale,2016-11,53.4
Sale,2016-12,23.6
Sale,2017-01,11.6
Sale,2017-02,29.4
Sale,2017-03,22.6
Sale,2017-04,51.0
Sale,2017-05,15.0
Sale,2017-06,9.8
SalmonGums,2015-01,3.0
SalmonGums,2015-02,5.4
SalmonGums,2015-03,37.0
SalmonGums,2015-04,42.6
SalmonGums,2015-05,9.4
SalmonGums,2015-06,67.6
SalmonGums,2015-07,34.4
SalmonGums,2015-08,91.2
SalmonGums,2015-09,18.8
SalmonGums,2015-10,20.8
SalmonGums,2015-11,25.8
SalmonGums,2015-12,17.2
SalmonGums,2016-01,38.6
SalmonGums,2016-02,14.4
SalmonGums,2016-03,51.8
SalmonGums,2016-04,32.8
SalmonGums,2016-05,35.6
SalmonGums,2016-06,57.2
SalmonGums,2016-07,32.6
SalmonGums,2016-08,53.6
SalmonGums,2016-09,27.0
SalmonGums,2016-10,11.6
SalmonGums,2016-11,3.4
SalmonGums,2016-12,17.2
SalmonGums,2017-01,43.8
SalmonGums,2017-02,142.2
SalmonGums,2017-03,31.8
SalmonGums,2017-04,9.6
SalmonGums,2017-05,51.0
SalmonGums,2017-06,10.0
Sydney,2015-01,165.8
Sydney,2015-02,59.0
Sydney,2015-03,65.2
Sydney,2015-04,366.8
Sydney,2015-05,109.8
Sydney,2015-06,110.6
Sydney,2015-07,47.0
Sydney,2015-08,71.8
Sydney,2015-09,80.0
Sydney,2015-10,43.0
Sydney,2015-11,122.6
Sydney,2015-12,96.60000000000001
Sydney,2016-01,249.8
Sydney,2016-02,25.8
Sydney,2016-03,193.2
Sydney,2016-04,155.0
Sydney,2016-05,7.2
Sydney,2016-06,305.0
Sydney,2016-07,104.6
Sydney,2016-08,151.4
Sydney,2016-09,70.0
Sydney,2016-10,31.400000000000002
Sydney,2016-11,27.2
Sydney,2016-12,65.0
Sydney,2017-01,48.400000000000006
Sydney,2017-02,205.2
Sydney,2017-03,326.6
Sydney,2017-04,82.6
Sydney,2017-05,30.0
Sydney,2017-06,173.0
SydneyAirport,2015-01,120.0
SydneyAirport,2015-02,48.0
SydneyAirport,2015-03,52.8
SydneyAirport,2015-04,343.59999999999997
SydneyAirport,2015-05,89.8
SydneyAirport,2015-06,94.8
SydneyAirport,2015-07,48.4
SydneyAirport,2015-08,60.00000000000001
SydneyAirport,2015-09,67.2
SydneyAirport,2015-10,29.4
SydneyAirport,2015-11,84.2
SydneyAirport,2015-12,67.2
SydneyAirport,2016-01,262.8
SydneyAirport,2016-02,40.4
SydneyAirport,2016-03,155.8
SydneyAirport,2016-04,81.0
SydneyAirport,2016-05,13.399999999999999
SydneyAirport,2016-06,279.4
SydneyAirport,2016-07,114.2
SydneyAirport,2016-08,131.4
SydneyAirport,2016-09,67.8
SydneyAirport,2016-10,34.2
SydneyAirport,2016-11,26.8
SydneyAirport,2016-12,58.4
SydneyAirport,2017-01,48.4
SydneyAirport,2017-02,158.0
SydneyAirport,2017-03,232.2
SydneyAirport,2017-04,94.4
SydneyAirport,2017-05,31.799999999999997
SydneyAirport,2017-06,106.4
Townsville,2015-01,185.0
Townsville,2015-02,31.8
Townsville,2015-03,5.2
Townsville,2015-04,14.600000000000001
Townsville,2015-05,1.0
Townsville,2015-06,15.399999999999999
Townsville,2015-07,0.2
Townsville,2015-08,3.2
Townsville,2015-09,0.6000000000000001
Townsville,2015-10,4.0
Townsville,2015-11,26.0
Townsville,2015-12,110.6
Townsville,2016-01,76.6
Townsville,2016-02,94.60000000000001
Townsville,2016-03,558.0
Townsville,2016-04,21.0
Townsville,2016-05,0.4
Townsville,2016-06,59.0
Townsville,2016-07,53.2
Townsville,2016-08,21.0
Townsville,2016-09,17.4
Townsville,2016-10,8.2
Townsville,2016-11,11.0
Townsville,2016-12,31.0
Townsville,2017-01,164.20000000000002
Townsville,2017-02,139.2
Townsville,2017-03,166.0
Townsville,2017-04,20.6
Townsville,2017-05,166.4
Townsville,2017-06,0.6
Tuggeranong,2015-01,144.6
Tuggeranong,2015-02,55.2
Tuggeranong,2015-03,11.8
Tuggeranong,2015-04,96.8
Tuggeranong,2015-05,14.799999999999999
Tuggeranong,2015-06,83.39999999999999
Tuggeranong,2015-07,49.4
Tuggeranong,2015-08,79.2
Tuggeranong,2015-09,9.6
Tuggeranong,2015-10,31.4
Tuggeranong,2015-11,113.8
Tuggeranong,2015-12,30.8
Tuggeranong,2016-01,108.4
Tuggeranong,2016-02,31.4
Tuggeranong,2016-03,54.4
Tuggeranong,2016-04,6.6
Tuggeranong,2016-05,37.199999999999996
Tuggeranong,2016-06,184.0
Tuggeranong,2016-07,64.4
Tuggeranong,2016-08,38.2
Tuggeranong,2016-09,151.0
Tuggeranong,2016-10,40.400000000000006
Tuggeranong,2016-11,53.4
Tuggeranong,2016-12,93.4
Tuggeranong,2017-01,10.6
Tuggeranong,2017-02,23.0
Tuggeranong,2017-03,114.8
Tuggeranong,2017-04,32.4
Tuggeranong,2017-05,61.0
Tuggeranong,2017-06,1.4000000000000001
Uluru,2015-01,26.2
Uluru,2015-02,5.4
Uluru,2015-03,0.2
Uluru,2015-04,1.2
Uluru,2015-05,15.600000000000001
Uluru,2015-06,0.0
Uluru,2015-07,9.2
Uluru,2015-08,1.4
Uluru,2015-09,0.6000000000000001
Uluru,2015-10,1.4
Uluru,2015-11,0.8
Uluru,2015-12,31.2
Uluru,2016-01,2.2
Uluru,2016-02,70.2
Uluru,2016-03,29.000000000000004
Uluru,2016-04,0.2
Uluru,2016-05,74.6
Uluru,2016-06,72.4
Uluru,2016-07,21.400000000000002
Uluru,2016-08,29.0
Uluru,2016-09,15.600000000000001
Uluru,2016-10,2.0
Uluru,2016-11,1.4
Uluru,2016-12,214.8
Uluru,2017-01,66.8
Uluru,2017-02,19.2
Uluru,2017-03,0.0
Uluru,2017-04,57.8
Uluru,2017-05,0.4
Uluru,2017-06,0.0
WaggaWagga,2015-01,93.6
WaggaWagga,2015-02,13.600000000000001
WaggaWagga,2015-03,1.8
WaggaWagga,2015-04,57.800000000000004
WaggaWagga,2015-05,25.4
WaggaWagga,2015-06,100.0
WaggaWagga,2015-07,69.2
WaggaWagga,2015-08,89.39999999999999
WaggaWagga,2015-09,20.8
WaggaWagga,2015-10,17.2
WaggaWagga,2015-11,121.6
WaggaWagga,2015-12,37.6
WaggaWagga,2016-01,55.2
WaggaWagga,2016-02,16.2
WaggaWagga,2016-03,33.4
WaggaWagga,2016-04,10.8
WaggaWagga,2016-05,110.60000000000001
WaggaWagga,2016-06,84.6
WaggaWagga,2016-07,92.60000000000001
WaggaWagga,2016-08,58.8
WaggaWagga,2016-09,171.0
WaggaWagga,2016-10,64.0
WaggaWagga,2016-11,25.0
WaggaWagga,2016-12,42.2
WaggaWagga,2017-01,27.8
WaggaWagga,2017-02,18.0
WaggaWagga,2017-03,44.800000000000004
WaggaWagga,2017-04,32.4
WaggaWagga,2017-05,20.2
WaggaWagga,2017-06,2.8000000000000003
Walpole,2015-01,6.6000000000000005
Walpole,2015-02,11.600000000000001
Walpole,2015-03,40.0
Walpole,2015-04,108.0
Walpole,2015-05,106.00000000000001
Walpole,2015-06,132.6
Walpole,2015-07,150.8
Walpole,2015-08,149.20000000000002
Walpole,2015-09,79.0
Walpole,2015-10,76.0
Walpole,2015-11,27.599999999999998
Walpole,2015-12,51.599999999999994
Walpole,2016-01,89.6
Walpole,2016-02,41.4
Walpole,2016-03,33.4
Walpole,2016-04,134.8
Walpole,2016-05,151.0
Walpole,2016-06,144.79999999999998
Walpole,2016-07,194.4
Walpole,2016-08,187.6
Walpole,2016-09,142.8
Walpole,2016-10,89.6
Walpole,2016-11,24.400000000000002
Walpole,2016-12,52.8
Walpole,2017-01,12.6
Walpole,2017-02,44.8
Walpole,2017-03,90.8
Walpole,2017-04,28.0
Walpole,2017-05,115.8
Walpole,2017-06,83.8
Watsonia,2015-01,30.799999999999997
Watsonia,2015-02,43.8
Watsonia,2015-03,28.6
Watsonia,2015-04,44.0
Watsonia,2015-05,46.6
Watsonia,2015-06,35.2
Watsonia,2015-07,68.0
Watsonia,2015-08,46.0
Watsonia,2015-09,33.6
Watsonia,2015-10,19.0
Watsonia,2015-11,36.0
Watsonia,2015-12,42.6
Watsonia,2016-01,38.199999999999996
Watsonia,2016-02,9.4
Watsonia,2016-03,27.6
Watsonia,2016-04,51.0
Watsonia,2016-05,53.4
Watsonia,2016-06,71.8
Watsonia,2016-07,63.6
Watsonia,2016-08,55.199999999999996
Watsonia,2016-09,94.6
Watsonia,2016-10,91.6
Watsonia,2016-11,61.0
Watsonia,2016-12,103.2
Watsonia,2017-01,35.599999999999994
Watsonia,2017-02,48.4
Watsonia,2017-03,29.2
Watsonia,2017-04,118.0
Watsonia,2017-05,24.4
Watsonia,2017-06,16.2
Williamtown,2015-01,118.60000000000001
Williamtown,2015-02,60.60000000000001
Williamtown,2015-03,58.4
Williamtown,2015-04,364.0
Williamtown,2015-05,152.4
Williamtown,2015-06,102.8
Williamtown,2015-07,44.0
Williamtown,2015-08,30.2
Williamtown,2015-09,147.0
Williamtown,2015-10,58.6
Williamtown,2015-11,61.6
Williamtown,2015-12,123.0
Williamtown,2016-01,422.40000000000003
Williamtown,2016-02,32.4
Williamtown,2016-03,40.8
Williamtown,2016-04,150.8
Williamtown,2016-05,11.2
Williamtown,2016-06,156.9
Williamtown,2016-07,52.6
Williamtown,2016-08,55.8
Williamtown,2016-09,49.800000000000004
Williamtown,2016-10,74.6
Williamtown,2016-11,40.8
Williamtown,2016-12,59.0
Williamtown,2017-01,62.2
Williamtown,2017-02,59.0
Williamtown,2017-03,232.39999999999998
Williamtown,2017-04,118.6
Williamtown,2017-05,11.600000000000001
Williamtown,2017-06,231.4
Witchcliffe,2015-01,0.2
Witchcliffe,2015-02,12.6
Witchcliffe,2015-03,42.0
Witchcliffe,2015-04,119.2
Witchcliffe,2015-05,133.2
Witchcliffe,2015-06,100.2
Witchcliffe,2015-07,146.0
Witchcliffe,2015-08,128.8
Witchcliffe,2015-09,78.39999999999999
Witchcliffe,2015-10,52.6
Witchcliffe,2015-11,9.6
Witchcliffe,2015-12,13.6
Witchcliffe,2016-01,21.8
Witchcliffe,2016-02,9.4
Witchcliffe,2016-03,15.999999999999998
Witchcliffe,2016-04,48.6
Witchcliffe,2016-05,193.4
Witchcliffe,2016-06,214.2
Witchcliffe,2016-07,242.0
Witchcliffe,2016-08,227.8
Witchcliffe,2016-09,122.2
Witchcliffe,2016-10,85.6
Witchcliffe,2016-11,15.399999999999999
Witchcliffe,2016-12,25.799999999999997
Witchcliffe,2017-01,4.6
Witchcliffe,2017-02,21.0
Witchcliffe,2017-03,89.8
Witchcliffe,2017-04,7.2
Witchcliffe,2017-05,115.2
Witchcliffe,2017-06,94.0
Wollongong,2015-01,170.8
Wollongong,2015-02,96.2
Wollongong,2015-03,71.8
Wollongong,2015-04,301.8
Wollongong,2015-05,113.2
Wollongong,2015-06,58.400000000000006
Wollongong,2015-07,53.8
Wollongong,2015-08,245.2
Wollongong,2015-09,52.6
Wollongong,2015-10,26.4
Wollongong,2015-11,173.0
Wollongong,2015-12,100.0
Wollongong,2016-01,177.8
Wollongong,2016-02,49.599999999999994
Wollongong,2016-03,204.2
Wollongong,2016-04,54.6
Wollongong,2016-05,9.8
Wollongong,2016-06,436.59999999999997
Wollongong,2016-07,108.0
Wollongong,2016-08,112.0
Wollongong,2016-09,47.400000000000006
Wollongong,2016-10,6.2
Wollongong,2016-11,28.6
Wollongong,2016-12,47.6
Wollongong,2017-01,36.0
Wollongong,2017-02,131.2
Wollongong,2017-03,368.6
Wollongong,2017-04,76.2
Wollongong,2017-05,30.2
Wollongong,2017-06,75.2
Woomera,2015-01,88.8
Woomera,2015-02,0.0
Woomera,2015-03,0.0
Woomera,2015-04,23.799999999999997
Woomera,2015-05,0.2
Woomera,2015-06,8.200000000000001
Woomera,2015-07,3.0
Woomera,2015-08,14.600000000000001
Woomera,2015-09,3.8
Woomera,2015-10,1.0
Woomera,2015-11,11.4
Woomera,2015-12,3.8
Woomera,2016-01,0.4
Woomera,2016-02,15.2
Woomera,2016-03,24.0
Woomera,2016-04,1.0
Woomera,2016-05,29.3
Woomera,2016-06,56.7
Woomera,2016-07,6.9
Woomera,2016-08,27.6
Woomera,2016-09,45.0
Woomera,2016-10,10.4
Woomera,2016-11,0.5
Woomera,2016-12,14.899999999999999
Woomera,2017-01,51.6
Woomera,2017-02,0.0
Woomera,2017-03,0.0
Woomera,2017-04,40.7
Woomera,2017-05,10.6
Woomera,2017-06,0.2
